WEEK,CITY,SPOC,ORDERS_TOTAL,IGCC,inc_%
13,Gorakhpur,CX,2681,7,0.26%
13,Siliguri,Pod,2778,18,0.65%
13,Bhilai,CX,863,5,0.58%
13,Patiala,Sourcing,3282,2,0.06%
13,Aligarh,Sourcing,1643,5,0.30%
13,Roorkee,DP,1120,1,0.09%
13,Anand,WH,684,1,0.15%
13,Kolhapur,Sourcing,2165,1,0.05%
13,Guntur,WH,11159,10,0.09%
13,Mangaluru,DP,20699,16,0.08%
13,Gurgaon,Pod,87943,875,1.00%
13,Surat,CX,12185,29,0.24%
13,Muzaffarpur,Pod,891,6,0.67%
13,Aurangabad,CX,2848,4,0.14%
13,Jodhpur,WH,1920,1,0.05%
13,Pune,Pod,180384,1728,0.96%
13,Kota,Pod,3440,25,0.73%
13,Cuttack,Pod,2958,19,0.64%
13,Nagpur,Pod,10677,38,0.36%
13,Tirupur,CX,5349,11,0.21%
13,Thrissur,DP,22057,25,0.11%
13,Vizag,WH,22811,19,0.08%
13,Khammam,DP,4983,2,0.04%
13,Nanded,CX,729,1,0.14%
13,Agra,DP,1594,1,0.06%
13,Lonavla,Pod,845,6,0.71%
13,Thiruvananthapuram,CX,45488,75,0.16%
13,Kottayam,CX,5351,5,0.09%
13,Varanasi,CX,9972,20,0.20%
13,Nagercoil,DP,3404,3,0.09%
13,Guwahati,WH,9699,5,0.05%
13,Kozhikode,Sourcing,14135,17,0.12%
13,Meerut,Pod,5106,45,0.88%
13,Noida 1,DP,67389,107,0.16%
13,Alappuzha,Pod,3662,6,0.16%
13,Karnal,Pod,912,4,0.44%
13,Kota,WH,3440,4,0.12%
13,Tirupur,DP,5349,6,0.11%
13,Kolhapur,CX,2165,1,0.05%
13,Pune,CX,180384,616,0.34%
13,Nagpur,Sourcing,10677,16,0.15%
13,Anand,CX,684,2,0.29%
13,Faridabad,CX,12969,41,0.32%
13,Mysore,DP,21174,20,0.09%
13,Tirupati,DP,11174,8,0.07%
13,Bareilly,Sourcing,886,3,0.34%
13,Davanagere,Sourcing,1398,1,0.07%
13,Bikaner,DP,1046,1,0.10%
13,Sonipat,DP,1092,1,0.09%
13,Bhopal,DP,9383,8,0.09%
13,Ongole,Pod,591,8,1.35%
13,Nellore,Sourcing,4229,5,0.12%
13,Eluru,Pod,904,3,0.33%
13,Thanjavur,Sourcing,4862,6,0.12%
13,Vizianagaram,Pod,727,2,0.28%
13,Tirunelveli,WH,5053,3,0.06%
13,Thiruvalla,Sourcing,3869,1,0.03%
13,Delhi,Pod,165344,1572,0.95%
13,Coimbatore,Pod,33089,250,0.76%
13,Chandigarh,CX,41278,143,0.35%
13,Thiruvananthapuram,DP,45488,23,0.05%
13,Erode,CX,3359,3,0.09%
13,Madurai,Pod,10430,49,0.47%
13,Jaipur,Sourcing,24943,13,0.05%
13,Tumakuru,Pod,3286,5,0.15%
13,Rajahmundry,Sourcing,3897,5,0.13%
13,Bhopal,Sourcing,9383,11,0.12%
13,Amravati,Sourcing,999,3,0.30%
13,Kozhikode,WH,14135,2,0.01%
13,Saharanpur,Sourcing,603,1,0.17%
13,Tumakuru,DP,3286,1,0.03%
13,Vadodara,CX,11451,35,0.31%
13,Jaipur,WH,24943,17,0.07%
13,Ludhiana,Pod,7640,28,0.37%
13,Panipat,Pod,2276,18,0.79%
13,Shivamogga,CX,3669,8,0.22%
13,Guntur,Sourcing,11159,3,0.03%
13,Chennai,DP,228072,251,0.11%
13,Vadodara,Pod,11451,68,0.59%
13,Kurnool,DP,5816,13,0.22%
13,Kozhikode,DP,14135,27,0.19%
13,Bilaspur,Pod,1090,12,1.10%
13,Tirunelveli,Pod,5053,17,0.34%
13,Amritsar,Pod,2864,15,0.52%
13,Manipal,Sourcing,6992,6,0.09%
13,Raipur,DP,4297,3,0.07%
13,Central Goa,Pod,37063,234,0.63%
13,Kochi,Sourcing,87935,30,0.03%
13,Central Goa,CX,37063,86,0.23%
13,Saharanpur,CX,603,1,0.17%
13,Surat,DP,12185,8,0.07%
13,Nashik,DP,6076,7,0.12%
13,Ambala,Pod,1551,6,0.39%
13,Vellore,WH,5990,4,0.07%
13,Amritsar,Sourcing,2864,2,0.07%
13,Mangaluru,WH,20699,17,0.08%
13,Lucknow,DP,19376,9,0.05%
13,Rajahmundry,CX,3897,16,0.41%
13,Udaipur,Pod,4600,19,0.41%
13,Salem,DP,7054,3,0.04%
13,Bhopal,WH,9383,4,0.04%
13,Thrissur,WH,22057,3,0.01%
13,Nizamabad,CX,830,2,0.24%
13,Saharanpur,DP,603,1,0.17%
13,Rohtak,WH,2386,1,0.04%
13,Bikaner,Pod,1046,5,0.48%
13,Alappuzha,DP,3662,2,0.05%
13,Patiala,DP,3282,6,0.18%
13,Salem,Sourcing,7054,8,0.11%
13,Thrissur,CX,22057,15,0.07%
13,Vellore,Pod,5990,28,0.47%
13,Erode,Pod,3359,15,0.45%
13,Amritsar,CX,2864,4,0.14%
13,Amritsar,DP,2864,4,0.14%
13,Thoothukudi,WH,4234,1,0.02%
13,Kochi,WH,87935,19,0.02%
13,Chandigarh,WH,41278,14,0.03%
13,Noida,Pod,21891,170,0.78%
13,Thiruvalla,Pod,3869,5,0.13%
13,Dehradun,Sourcing,9770,9,0.09%
13,Sonipat,CX,1092,2,0.18%
13,Indore,Sourcing,16312,27,0.17%
13,Karur,Pod,2763,7,0.25%
13,Noida 1,Pod,67389,580,0.86%
13,Moradabad,Sourcing,2053,3,0.15%
13,Aligarh,Pod,1643,15,0.91%
13,Belgaum,Pod,3556,14,0.39%
13,Udaipur,Sourcing,4600,7,0.15%
13,Karur,CX,2763,3,0.11%
13,Indore,CX,16312,68,0.42%
13,Nagpur,DP,10677,10,0.09%
13,Karimnagar,CX,3607,10,0.28%
13,Manipal,WH,6992,6,0.09%
13,Thiruvallur,CX,2108,1,0.05%
13,Berhampur,CX,1141,2,0.18%
13,Lonavla,DP,845,1,0.12%
13,Ludhiana,WH,7640,4,0.05%
13,Eluru,CX,904,3,0.33%
13,Ranchi,Sourcing,5423,7,0.13%
13,Raipur,Sourcing,4297,1,0.02%
13,Salem,CX,7054,16,0.23%
13,Mysore,Sourcing,21174,54,0.26%
13,Kolkata,Sourcing,95830,167,0.17%
13,Ujjain,Sourcing,2179,2,0.09%
13,Varanasi,WH,9972,9,0.09%
13,Anantapur,CX,3578,7,0.20%
13,Latur,Pod,744,3,0.40%
13,Tirunelveli,DP,5053,4,0.08%
13,Mysore,WH,21174,13,0.06%
13,Raipur,CX,4297,10,0.23%
13,Noida,DP,21891,35,0.16%
13,Dibrugarh,Pod,2701,30,1.11%
13,Panipat,DP,2276,3,0.13%
13,Cuttack,Sourcing,2958,1,0.03%
13,Hubli,WH,2979,2,0.07%
13,Kottayam,Sourcing,5351,2,0.04%
13,Kota,Sourcing,3440,8,0.23%
13,Kanchipuram,CX,2550,4,0.16%
13,Delhi,WH,165344,139,0.08%
13,Indore,DP,16312,15,0.09%
13,Raipur,WH,4297,10,0.23%
13,Meerut,WH,5106,2,0.04%
13,Tirupur,WH,5349,3,0.06%
13,Kollam,DP,8394,3,0.04%
13,Madurai,Sourcing,10430,9,0.09%
13,Indore,Pod,16312,172,1.05%
13,Bhubaneswar,Pod,30051,180,0.60%
13,Noida 1,Sourcing,67389,146,0.22%
13,Hyderabad,Pod,347566,3626,1.04%
13,Cuttack,WH,2958,1,0.03%
13,Gorakhpur,DP,2681,1,0.04%
13,Thoothukudi,CX,4234,7,0.17%
13,Silchar,Sourcing,3223,2,0.06%
13,Gurgaon,Sourcing,87943,141,0.16%
13,Manipal,DP,6992,4,0.06%
13,Moradabad,DP,2053,2,0.10%
13,Thoothukudi,Pod,4234,17,0.40%
13,Vijayawada,WH,18637,29,0.16%
13,Moradabad,Pod,2053,9,0.44%
13,Pondicherry,CX,10189,10,0.10%
13,Jhansi,DP,490,1,0.20%
13,Udaipur,DP,4600,4,0.09%
13,Ajmer,DP,1604,1,0.06%
13,Kakinada,CX,3577,6,0.17%
13,Agra,CX,1594,9,0.56%
13,Jabalpur,DP,2359,2,0.08%
13,Vapi,Sourcing,3294,5,0.15%
13,Ranchi,CX,5423,13,0.24%
13,Karimnagar,Pod,3607,24,0.67%
13,Trichy,Pod,8806,37,0.42%
13,Kollam,Pod,8394,13,0.15%
13,Delhi,Sourcing,165344,337,0.20%
13,Ongole,DP,591,1,0.17%
13,Alappuzha,Sourcing,3662,2,0.05%
13,Ongole,CX,591,5,0.85%
13,Karur,DP,2763,2,0.07%
13,Dibrugarh,CX,2701,17,0.63%
13,Thrissur,Pod,22057,35,0.16%
13,Kurnool,Sourcing,5816,11,0.19%
13,Madurai,CX,10430,25,0.24%
13,Bangalore,CX,613292,1713,0.28%
13,Kanpur,WH,3394,1,0.03%
13,Jhansi,CX,490,1,0.20%
13,Nellore,WH,4229,3,0.07%
13,Mathura,Sourcing,955,4,0.42%
13,Gurgaon,WH,87943,64,0.07%
13,Mangaluru,Pod,20699,111,0.54%
13,Karaikkudi,Sourcing,2151,1,0.05%
13,Nanded,Pod,729,7,0.96%
13,Trichy,DP,8806,3,0.03%
13,Cuttack,CX,2958,2,0.07%
13,Gorakhpur,Sourcing,2681,3,0.11%
13,Patna,DP,14785,17,0.12%
13,Vizag,Sourcing,22811,35,0.15%
13,Rajkot,Pod,4917,30,0.61%
13,Bhubaneswar,CX,30051,54,0.18%
13,Hyderabad,CX,347566,1916,0.55%
13,Nizamabad,DP,830,1,0.12%
13,Ujjain,DP,2179,1,0.05%
13,Dehradun,WH,9770,4,0.04%
13,Vellore,Sourcing,5990,6,0.10%
13,Nellore,Pod,4229,25,0.59%
13,Gurgaon,DP,87943,141,0.16%
13,Silchar,DP,3223,1,0.03%
13,Jalandhar,Sourcing,1916,2,0.10%
13,Nashik,WH,6076,4,0.07%
13,Roorkee,Pod,1120,10,0.89%
13,Ahmedabad,Sourcing,44015,33,0.08%
13,Mathura,CX,955,1,0.10%
13,Jamshedpur,Sourcing,2981,2,0.07%
13,Faridabad,WH,12969,7,0.05%
13,Karaikkudi,Pod,2151,10,0.46%
13,Kochi,DP,87935,89,0.10%
13,Kochi,CX,87935,98,0.11%
13,Lucknow,WH,19376,12,0.06%
13,Noida 1,CX,67389,219,0.33%
13,Bangalore,Pod,613292,4306,0.70%
13,Surat,Sourcing,12185,12,0.10%
13,Karaikkudi,CX,2151,3,0.14%
13,Siliguri,Sourcing,2778,2,0.07%
13,Aligarh,CX,1643,8,0.49%
13,Siliguri,WH,2778,6,0.22%
13,Meerut,DP,5106,3,0.06%
13,Mangaluru,Sourcing,20699,33,0.16%
13,Faridabad,Sourcing,12969,20,0.15%
13,Nagercoil,Pod,3404,5,0.15%
13,Lucknow,Sourcing,19376,26,0.13%
13,Guwahati,Pod,9699,98,1.01%
13,Rohtak,DP,2386,2,0.08%
13,Bilaspur,CX,1090,5,0.46%
13,Anantapur,DP,3578,2,0.06%
13,Kottayam,Pod,5351,7,0.13%
13,Dehradun,CX,9770,23,0.24%
13,Thanjavur,Pod,4862,26,0.53%
13,Coimbatore,WH,33089,19,0.06%
13,Tirupur,Pod,5349,17,0.32%
13,Patiala,WH,3282,1,0.03%
13,Thoothukudi,DP,4234,5,0.12%
13,Udaipur,CX,4600,7,0.15%
13,Patna,Sourcing,14785,28,0.19%
13,Kakinada,Pod,3577,29,0.81%
13,Bangalore,DP,613292,831,0.14%
13,Chandigarh,DP,41278,61,0.15%
13,Ujjain,WH,2179,2,0.09%
13,Davanagere,Pod,1398,7,0.50%
13,Rohtak,Pod,2386,18,0.75%
13,Noida,WH,21891,14,0.06%
13,Ahmedabad,DP,44015,39,0.09%
13,Hyderabad,WH,347566,285,0.08%
13,Mathura,DP,955,1,0.10%
13,Karimnagar,WH,3607,1,0.03%
13,Ambala,Sourcing,1551,1,0.06%
13,Mumbai,DP,348744,580,0.17%
13,Allahabad,Pod,1826,13,0.71%
13,Bhimavaram,Pod,693,2,0.29%
13,Trichy,WH,8806,5,0.06%
13,Tirupur,Sourcing,5349,2,0.04%
13,Nagercoil,CX,3404,3,0.09%
13,Jodhpur,DP,1920,2,0.10%
13,Berhampur,Pod,1141,10,0.88%
13,Mathura,Pod,955,6,0.63%
13,Moradabad,WH,2053,1,0.05%
13,Lonavla,CX,845,3,0.36%
13,Tirunelveli,CX,5053,6,0.12%
13,Allahabad,CX,1826,9,0.49%
13,Kota,CX,3440,9,0.26%
13,Guntur,DP,11159,8,0.07%
13,Ludhiana,CX,7640,16,0.21%
13,Vapi,DP,3294,6,0.18%
13,Guntur,Pod,11159,84,0.75%
13,Ahmedabad,WH,44015,19,0.04%
13,Kanpur,DP,3394,1,0.03%
13,Ajmer,CX,1604,1,0.06%
13,Lonavla,WH,845,2,0.24%
13,Nashik,Pod,6076,19,0.31%
13,Pondicherry,Sourcing,10189,10,0.10%
13,Vizag,Pod,22811,130,0.57%
13,Silchar,CX,3223,3,0.09%
13,Thiruvananthapuram,Sourcing,45488,70,0.15%
13,Amravati,DP,999,1,0.10%
13,Aligarh,WH,1643,3,0.18%
13,Pondicherry,DP,10189,13,0.13%
13,Jalandhar,Pod,1916,7,0.37%
13,Bhubaneswar,DP,30051,16,0.05%
13,Rajkot,CX,4917,16,0.33%
13,Noida,Sourcing,21891,69,0.32%
13,Kozhikode,Pod,14135,35,0.25%
13,Muzaffarpur,CX,891,3,0.34%
13,Bilaspur,DP,1090,1,0.09%
13,Jabalpur,CX,2359,5,0.21%
13,Rudrapur,Pod,841,8,0.95%
13,Shivamogga,Pod,3669,13,0.35%
13,Manipal,Pod,6992,47,0.67%
13,Kurnool,Pod,5816,36,0.62%
13,Trichy,CX,8806,15,0.17%
13,Kota,DP,3440,3,0.09%
13,Gorakhpur,Pod,2681,15,0.56%
13,Silchar,WH,3223,3,0.09%
13,Noida 1,WH,67389,53,0.08%
13,Ajmer,Pod,1604,14,0.87%
13,Nizamabad,Pod,830,6,0.72%
13,Dehradun,Pod,9770,77,0.79%
13,Jalandhar,CX,1916,1,0.05%
13,Bathinda,DP,1013,1,0.10%
13,Jabalpur,Pod,2359,18,0.76%
13,Aurangabad,Sourcing,2848,3,0.11%
13,Guwahati,DP,9699,6,0.06%
13,Kanchipuram,Pod,2550,12,0.47%
13,Kozhikode,CX,14135,16,0.11%
13,Rajkot,Sourcing,4917,8,0.16%
13,Kurnool,WH,5816,11,0.19%
13,Hubli,Pod,2979,7,0.24%
13,Jodhpur,CX,1920,7,0.36%
13,Mangaluru,CX,20699,40,0.19%
13,Bhubaneswar,Sourcing,30051,18,0.06%
13,Pune,WH,180384,144,0.08%
13,Thrissur,Sourcing,22057,14,0.06%
13,Vizag,DP,22811,24,0.11%
13,Lucknow,Pod,19376,82,0.42%
13,Pune,Sourcing,180384,127,0.07%
13,Mumbai,WH,348744,292,0.08%
13,Kolkata,WH,95830,46,0.05%
13,Chennai,WH,228072,139,0.06%
13,Thoothukudi,Sourcing,4234,7,0.17%
13,Ludhiana,Sourcing,7640,5,0.07%
13,Guwahati,Sourcing,9699,6,0.06%
13,Gurgaon,CX,87943,265,0.30%
13,Surat,Pod,12185,63,0.52%
13,Kannur,DP,1838,1,0.05%
13,Latur,WH,744,1,0.13%
13,Hyderabad,DP,347566,325,0.09%
13,Kolkata,Pod,95830,545,0.57%
13,Nanded,Sourcing,729,2,0.27%
13,Kanpur,Sourcing,3394,2,0.06%
13,Sri Ganganagar,Pod,1775,10,0.56%
13,Khammam,Pod,4983,25,0.50%
13,Vapi,Pod,3294,11,0.33%
13,Nashik,Sourcing,6076,12,0.20%
13,Delhi,CX,165344,497,0.30%
13,Bhilai,Pod,863,13,1.51%
13,Mumbai,CX,348744,1059,0.30%
13,Ahmedabad,Pod,44015,442,1.00%
13,Mumbai,Pod,348744,2370,0.68%
13,Jodhpur,Sourcing,1920,1,0.05%
13,Kakinada,DP,3577,1,0.03%
13,Belgaum,Sourcing,3556,2,0.06%
13,Kollam,Sourcing,8394,12,0.14%
13,Kurnool,CX,5816,30,0.52%
13,Hyderabad,Sourcing,347566,236,0.07%
13,Tumakuru,Sourcing,3286,2,0.06%
13,Bangalore,Sourcing,613292,1162,0.19%
13,Sri Ganganagar,WH,1775,1,0.06%
13,Eluru,Sourcing,904,2,0.22%
13,Amravati,Pod,999,6,0.60%
13,Varanasi,DP,9972,9,0.09%
13,Panipat,Sourcing,2276,6,0.26%
13,Alappuzha,CX,3662,2,0.05%
13,Madurai,DP,10430,11,0.11%
13,Kolhapur,Pod,2165,12,0.55%
13,Karur,Sourcing,2763,1,0.04%
13,Aligarh,DP,1643,2,0.12%
13,Karimnagar,Sourcing,3607,2,0.06%
13,Ranchi,WH,5423,2,0.04%
13,Kakinada,WH,3577,5,0.14%
13,Nizamabad,WH,830,1,0.12%
13,Karaikkudi,WH,2151,2,0.09%
13,Chennai,CX,228072,756,0.33%
13,Chandigarh,Pod,41278,357,0.86%
13,Varanasi,Pod,9972,65,0.65%
13,Moradabad,CX,2053,8,0.39%
13,Ongole,Sourcing,591,2,0.34%
13,Kannur,Sourcing,1838,1,0.05%
13,Meerut,Sourcing,5106,28,0.55%
13,Vijayawada,Sourcing,18637,19,0.10%
13,Coimbatore,DP,33089,45,0.14%
13,Indore,WH,16312,11,0.07%
13,Kanpur,CX,3394,4,0.12%
13,Shivamogga,WH,3669,1,0.03%
13,Faridabad,Pod,12969,126,0.97%
13,Nagpur,WH,10677,9,0.08%
13,Bhopal,CX,9383,19,0.20%
13,Mysore,Pod,21174,101,0.48%
13,Madurai,WH,10430,10,0.10%
13,Patna,Pod,14785,150,1.01%
13,Faridabad,DP,12969,16,0.12%
13,Panipat,WH,2276,2,0.09%
13,Siliguri,DP,2778,2,0.07%
13,Rajkot,DP,4917,1,0.02%
13,Anantapur,Pod,3578,20,0.56%
13,Central Goa,Sourcing,37063,23,0.06%
14,Tumakuru,DP,3266,1,0.03%
14,Ludhiana,CX,7827,12,0.15%
14,Mumbai,DP,369777,493,0.13%
14,Ludhiana,Sourcing,7827,13,0.17%
14,Thoothukudi,WH,5002,3,0.06%
14,Pune,DP,176189,131,0.07%
14,Jamshedpur,Sourcing,3491,1,0.03%
14,Aurangabad,CX,3069,5,0.16%
14,Lonavla,WH,949,1,0.11%
14,Nellore,CX,4685,5,0.11%
14,Patna,Pod,16051,115,0.72%
14,Jalandhar,WH,1979,2,0.10%
14,Shivamogga,Sourcing,3823,5,0.13%
14,Davanagere,CX,1594,6,0.38%
14,Tumakuru,Sourcing,3266,2,0.06%
14,Udaipur,Sourcing,5272,6,0.11%
14,Thrissur,CX,22768,17,0.07%
14,Thiruvananthapuram,Pod,42736,224,0.52%
14,Kannur,DP,1937,1,0.05%
14,Berhampur,Pod,1327,4,0.30%
14,Karimnagar,CX,3485,25,0.72%
14,Ludhiana,DP,7827,17,0.22%
14,Pune,WH,176189,107,0.06%
14,Kolkata,Sourcing,103150,183,0.18%
14,Tirunelveli,DP,5656,1,0.02%
14,Kottayam,Sourcing,5839,1,0.02%
14,Rudrapur,Pod,1046,6,0.57%
14,Anantapur,DP,3551,6,0.17%
14,Nizamabad,Pod,810,4,0.49%
14,Palakkad,DP,3743,2,0.05%
14,Mangaluru,WH,20244,11,0.05%
14,Surat,DP,11173,11,0.10%
14,Jaipur,DP,25004,25,0.10%
14,Ahmedabad,DP,41595,32,0.08%
14,Indore,CX,15660,77,0.49%
14,Mangaluru,Sourcing,20244,36,0.18%
14,Anand,CX,767,2,0.26%
14,Kozhikode,Pod,13094,38,0.29%
14,Rohtak,DP,2712,6,0.22%
14,Kota,DP,3576,5,0.14%
14,Bangalore,CX,627941,1877,0.30%
14,Central Goa,Pod,36299,224,0.62%
14,Vizag,CX,21495,59,0.27%
14,Kozhikode,CX,13094,8,0.06%
14,Madurai,CX,10762,32,0.30%
14,Thoothukudi,Pod,5002,20,0.40%
14,Ajmer,Pod,1766,9,0.51%
14,Bareilly,Pod,1145,4,0.35%
14,Kota,Pod,3576,20,0.56%
14,Silchar,DP,3670,3,0.08%
14,Lucknow,CX,17042,14,0.08%
14,Khammam,Sourcing,4908,4,0.08%
14,Raipur,Pod,4888,30,0.61%
14,Anantapur,WH,3551,1,0.03%
14,Moradabad,WH,2252,1,0.04%
14,Erode,CX,3846,11,0.29%
14,Kottayam,CX,5839,2,0.03%
14,Nanded,CX,753,4,0.53%
14,Panipat,Pod,2473,6,0.24%
14,Belgaum,Sourcing,3525,6,0.17%
14,Nagpur,Pod,9794,33,0.34%
14,Warangal,WH,8115,15,0.18%
14,Jaipur,Pod,25004,173,0.69%
14,Agra,Pod,1815,18,0.99%
14,Anantapur,CX,3551,16,0.45%
14,Kozhikode,WH,13094,8,0.06%
14,Faridabad,Pod,13824,155,1.12%
14,Kochi,DP,88401,54,0.06%
14,Delhi,Pod,184219,1900,1.03%
14,Ambala,CX,1845,3,0.16%
14,Dibrugarh,Pod,2386,20,0.84%
14,Bathinda,CX,1007,4,0.40%
14,Jalandhar,CX,1979,5,0.25%
14,Udaipur,Pod,5272,45,0.85%
14,Jamshedpur,CX,3491,3,0.09%
14,Gorakhpur,Sourcing,2322,3,0.13%
14,Sonipat,CX,1123,1,0.09%
14,Bathinda,DP,1007,1,0.10%
14,Central Goa,Sourcing,36299,29,0.08%
14,Noida 1,WH,69863,57,0.08%
14,Surat,Sourcing,11173,24,0.21%
14,Muzaffarpur,Pod,1113,18,1.62%
14,Rajkot,Pod,4119,26,0.63%
14,Vizag,WH,21495,24,0.11%
14,Erode,Pod,3846,11,0.29%
14,Muzaffarpur,CX,1113,4,0.36%
14,Hyderabad,DP,347505,377,0.11%
14,Jaipur,WH,25004,14,0.06%
14,Thiruvallur,CX,2480,13,0.52%
14,Nagercoil,Sourcing,3884,5,0.13%
14,Raipur,CX,4888,7,0.14%
14,Bikaner,CX,1227,3,0.24%
14,Sri Ganganagar,WH,2065,1,0.05%
14,Gwalior,Pod,3673,14,0.38%
14,Karnal,Pod,1183,10,0.85%
14,Rajahmundry,Sourcing,4086,8,0.20%
14,Jodhpur,Pod,2209,13,0.59%
14,Alappuzha,Pod,3921,6,0.15%
14,Amravati,DP,930,2,0.22%
14,Vellore,WH,6596,3,0.05%
14,Silchar,Sourcing,3670,1,0.03%
14,Jabalpur,WH,2888,1,0.03%
14,Patna,DP,16051,23,0.14%
14,Mumbai,WH,369777,349,0.09%
14,Vijayawada,CX,18638,55,0.30%
14,Faridabad,WH,13824,13,0.09%
14,Tirupati,WH,11097,13,0.12%
14,Kanpur,Pod,3624,7,0.19%
14,Dehradun,Sourcing,10415,5,0.05%
14,Karaikkudi,WH,2360,1,0.04%
14,Bhimavaram,CX,819,1,0.12%
14,Bangalore,Sourcing,627941,1198,0.19%
14,Noida 1,Pod,69863,702,1.00%
14,Surat,WH,11173,10,0.09%
14,Bhilai,Pod,1016,10,0.98%
14,Tirupur,DP,5828,8,0.14%
14,Mangaluru,DP,20244,20,0.10%
14,Nashik,Sourcing,6880,19,0.28%
14,Chennai,WH,257862,141,0.05%
14,Pondicherry,DP,11898,9,0.08%
14,Noida,CX,22599,92,0.41%
14,Mumbai,Pod,369777,3027,0.82%
14,Nanded,WH,753,1,0.13%
14,Bareilly,CX,1145,2,0.17%
14,Thoothukudi,Sourcing,5002,3,0.06%
14,Amritsar,Pod,3213,11,0.34%
14,Sri Ganganagar,CX,2065,3,0.15%
14,Thiruvallur,Pod,2480,26,1.05%
14,Roorkee,CX,1251,1,0.08%
14,Cuttack,CX,2839,4,0.14%
14,Thoothukudi,CX,5002,8,0.16%
14,Siliguri,CX,2717,4,0.15%
14,Bhopal,WH,9206,8,0.09%
14,Ongole,Pod,576,4,0.69%
14,Madurai,DP,10762,6,0.06%
14,Warangal,Sourcing,8115,14,0.17%
14,Bhubaneswar,WH,32080,9,0.03%
14,Manipal,CX,6987,19,0.27%
14,Kota,WH,3576,1,0.03%
14,Noida 1,CX,69863,260,0.37%
14,Ranchi,CX,5692,17,0.30%
14,Thiruvananthapuram,DP,42736,19,0.04%
14,Mysore,DP,21497,36,0.17%
14,Erode,DP,3846,3,0.08%
14,Kottayam,WH,5839,1,0.02%
14,Thiruvalla,WH,4136,1,0.02%
14,Noida 1,Sourcing,69863,219,0.31%
14,Manipal,Pod,6987,27,0.39%
14,Karaikkudi,Pod,2360,11,0.47%
14,Meerut,DP,4491,7,0.16%
14,Gorakhpur,Pod,2322,10,0.43%
14,Bathinda,Pod,1007,2,0.20%
14,Manipal,Sourcing,6987,4,0.06%
14,Hubli,Pod,3160,18,0.57%
14,Allahabad,CX,1641,11,0.67%
14,Anantapur,Pod,3551,23,0.65%
14,Chandigarh,DP,43347,53,0.12%
14,Ujjain,WH,2233,4,0.18%
14,Chandigarh,Sourcing,43347,35,0.08%
14,Rajahmundry,WH,4086,5,0.12%
14,Kurnool,Pod,5508,31,0.56%
14,Vadodara,Pod,9579,76,0.79%
14,Vadodara,CX,9579,28,0.29%
14,Rajahmundry,Pod,4086,17,0.42%
14,Pondicherry,Sourcing,11898,16,0.13%
14,Belgaum,CX,3525,14,0.40%
14,Aligarh,CX,1748,7,0.40%
14,Nellore,Pod,4685,26,0.56%
14,Coimbatore,DP,33841,21,0.06%
14,Varanasi,WH,9522,3,0.03%
14,Lonavla,Pod,949,11,1.16%
14,Panipat,DP,2473,5,0.20%
14,Bilaspur,WH,1211,2,0.17%
14,Hyderabad,Pod,347505,3622,1.04%
14,Ahmedabad,Pod,41595,354,0.85%
14,Aligarh,Pod,1748,18,1.03%
14,Thiruvananthapuram,WH,42736,25,0.06%
14,Alappuzha,DP,3921,2,0.05%
14,Jodhpur,CX,2209,6,0.27%
14,Thiruvalla,Pod,4136,7,0.17%
14,Bhilai,Sourcing,1016,1,0.10%
14,Aligarh,DP,1748,1,0.06%
14,Latur,CX,850,1,0.12%
14,Palakkad,CX,3743,5,0.13%
14,Ahmedabad,Sourcing,41595,36,0.09%
14,Mysore,WH,21497,19,0.09%
14,Meerut,Sourcing,4491,15,0.33%
14,Khammam,WH,4908,3,0.06%
14,Salem,Sourcing,7680,3,0.04%
14,Patiala,WH,3619,1,0.03%
14,Muzaffarpur,WH,1113,1,0.09%
14,Delhi,DP,184219,269,0.15%
14,Lucknow,Pod,17042,63,0.37%
14,Kolkata,DP,103150,101,0.10%
14,Madurai,Sourcing,10762,19,0.18%
14,Thrissur,DP,22768,14,0.06%
14,Kollam,Pod,8669,12,0.14%
14,Noida,WH,22599,20,0.09%
14,Kakinada,Pod,3451,22,0.64%
14,Kolhapur,Pod,2093,9,0.43%
14,Ludhiana,Pod,7827,30,0.38%
14,Siliguri,WH,2717,2,0.07%
14,Trichy,Sourcing,9493,6,0.06%
14,Vijayawada,DP,18638,15,0.08%
14,Kolkata,Pod,103150,660,0.64%
14,Chandigarh,CX,43347,120,0.28%
14,Ranchi,Pod,5692,41,0.72%
14,Mysore,Sourcing,21497,42,0.20%
14,Thanjavur,Pod,5297,23,0.43%
14,Kolhapur,DP,2093,1,0.05%
14,Siliguri,Sourcing,2717,3,0.11%
14,Bhopal,DP,9206,7,0.08%
14,Shivamogga,WH,3823,2,0.05%
14,Eluru,CX,903,3,0.33%
14,Ajmer,Sourcing,1766,1,0.06%
14,Mangaluru,CX,20244,57,0.28%
14,Kozhikode,Sourcing,13094,8,0.06%
14,Bhimavaram,Pod,819,4,0.49%
14,Kanchipuram,Sourcing,3048,1,0.03%
14,Gurgaon,DP,93708,140,0.15%
14,Dehradun,DP,10415,8,0.08%
14,Palakkad,WH,3743,3,0.08%
14,Udaipur,WH,5272,2,0.04%
14,Hubli,DP,3160,2,0.06%
14,Saharanpur,Pod,663,3,0.45%
14,Patna,WH,16051,6,0.04%
14,Vizag,Sourcing,21495,41,0.19%
14,Trichy,WH,9493,7,0.07%
14,Noida,DP,22599,41,0.18%
